dstport,protocol,tag
43127,skip,sv_P3
21850,ipx-in-ip,sv_P4
44313,argus (deprecated),sv_P2
5199,ipip,sv_P3
44235,cftp,email
62749,larp,sv_P4
25260,sat-expak,email
43441,chaos,sv_P1
40154,scc-sp,sv_P4
51133,merit-inp,sv_P4
32998,egp,sv_P2
51522,dgp,sv_P2
30199,i-nlsp,sv_P4
56334,egp,sv_P1
21749,iatp,sv_P4
21701,idpr,sv_P1
11994,ipip,sv_P3
48287,xnet,sv_P5
63410,ipv6-route,email
50069,egp,email
14032,wb-mon,sv_P3
24,sps,sv_P3
58893,bbn-rcc-mon,sv_P5
12415,i-nlsp,sv_P3
41158,fc,sv_P4
55581,ipip,sv_P4
52262,mpls-in-ip,sv_P3
21425,bbn-rcc-mon,sv_P2
43927,srp,email
41209,nsfnet-igp,sv_P5
64175,ipv6,sv_P3
50913,gmtp,sv_P5
21257,ifmp,sv_P2
35386,pup,sv_P2
5581,idpr,sv_P4
22951,narp,sv_P2
47390,ah,sv_P3
23180,rdp,sv_P3
37589,shim6,sv_P4
26413,sm (deprecated),sv_P3
60499,skip,sv_P1
40131,hopopt,sv_P3
33440,ospfigp,sv_P1
6527,nsfnet-igp,sv_P3
13850,wb-mon,sv_P3
32748,esp,email
57609,vines,email
60399,il,sv_P4
11699,pim,sv_P2
32617,encap,sv_P1
49207,mfe-nsp,sv_P1
42705,pvp,sv_P5
20428,hopopt,sv_P3
30462,hip,sv_P5
21981,larp,sv_P5
31387,sprite-rpc,sv_P1
21942,min-ipv4,sv_P5
51156,dcn-meas,sv_P2
56504,isis over ipv4,sv_P1
32674,nvp-ii,sv_P2
63997,a/n,sv_P5
57148,gmtp,sv_P3
62299,vrrp,sv_P3
921,dgp,sv_P3
21836,shim6,email
63633,rvd,sv_P5
1091,visa,sv_P5
5783,uti,sv_P2
5532,gmtp,sv_P2
19287,merit-inp,sv_P5
34101,pgm,email
34730,qnx,sv_P4
493,i-nlsp,sv_P1
61326,nsh,email
35942,ethernet,email
40974,scc-sp,sv_P1
424,sm (deprecated),email
32627,fire,email
27995,idpr-cmtp,sv_P5
25670,xtp,sv_P3
19103,crtp,sv_P3
28821,ippc,sv_P4
49509,l2tp,sv_P5
49356,trunk-2,sv_P5
59593,leaf-2,email
45497,encap,sv_P2
65449,eigrp,sv_P3
41245,ipcomp,sv_P3
46691,nvp-ii,sv_P1
32653,dccp,sv_P4
7041,,sv_P5
29489,st,sv_P1
18356,,sv_P3
37200,crudp,sv_P2
8148,udp,sv_P1
3700,rvd,sv_P1
9403,nvp-ii,email
57131,3pc,sv_P5
45853,uti,sv_P1
19204,hmp,sv_P1
23165,cftp,sv_P1
6106,gmtp,sv_P2
59135,sscopmce,sv_P2
7641,netblt,sv_P3
64362,fc,sv_P4
42267,min-ipv4,email
6679,aggfrag,sv_P1
55062,smp,sv_P1
63784,eigrp,sv_P4
2703,il,sv_P3
9794,leaf-2,sv_P3
32746,ipip,sv_P1
37555,esp,sv_P3
44511,stp,sv_P4
13562,ptp,sv_P1
35460,igmp,sv_P3
154,sdrp,sv_P4
61418,ipv4,sv_P5
28442,,email
31352,uti,sv_P4
12168,sm (deprecated),sv_P4
35294,visa,sv_P4
63846,tp++,sv_P5
48606,emcon,sv_P4
61768,i-nlsp,sv_P3
65393,pvp,sv_P4
19160,idpr-cmtp,sv_P3
20786,crtp,sv_P1
4299,l2tp,email
2346,igmp,sv_P2
4694,dccp,sv_P5
49394,cbt,sv_P4
41930,tcp,sv_P2
45382,rdp,sv_P2
23483,egp,sv_P5
24452,,sv_P5
19903,dgp,email
60637,nsfnet-igp,email
4079,idpr-cmtp,sv_P1
8925,merit-inp,sv_P2
57047,br-sat-mon,sv_P4
53351,isis over ipv4,sv_P5
8786,iso-tp4,sv_P3
33236,tcp,sv_P2
12028,eigrp,sv_P1
50651,ipv6-icmp,email
44881,mobility header,sv_P2
10201,pgm,email
46206,nsh,email
52250,pvp,sv_P4
44763,merit-inp,email
62367,sat-expak,sv_P5
23707,dcn-meas,sv_P4
15991,idpr,email
5186,mobility header,sv_P2
4617,min-ipv4,sv_P2
4695,l2tp,sv_P3
28158,,sv_P5
44970,hopopt,sv_P5
27851,dsr,sv_P5
13287,cftp,sv_P1
32250,compaq-peer,sv_P2
60735,dcn-meas,sv_P4
30342,ethernet,sv_P1
64979,idrp,sv_P2
50600,mux,sv_P2
34430,encap,email
20355,vrrp,sv_P2
1047,ddx,sv_P5
39055,udp,sv_P2
31599,ippc,sv_P2
38226,sm (deprecated),sv_P2
44358,irtp,email
51451,mpls-in-ip,sv_P5
17870,stp,sv_P4
53192,cftp,sv_P1
9256,udplite,sv_P4
5517,idpr-cmtp,email
35733,trunk-2,sv_P2
42625,netblt,sv_P4
9624,iso-tp4,sv_P5
34727,trunk-2,sv_P1
35832,,sv_P4
21400,,sv_P5
3502,ippc,sv_P3
19399,kryptolan,sv_P4
20704,l2tp,sv_P2
62817,rsvp,email
37392,leaf-2,email
10602,fc,email
64612,cpnx,email
33959,xns-idp,sv_P1
65349,pipe,sv_P2
62142,dccp,sv_P4
19481,nsfnet-igp,sv_P2
20248,pgm,sv_P2
51545,fc,sv_P5
61579,vmtp,sv_P4
58137,argus (deprecated),sv_P5
5351,min-ipv4,email
36759,cftp,sv_P3
64565,l2tp,email
5718,cbt,sv_P5
10081,vmtp,sv_P4
45904,cpnx,sv_P3
25097,udp,sv_P3
36653,mpls-in-ip,sv_P2
48670,wb-mon,sv_P1
13700,icmp,sv_P2
26358,ipv6-nonxt,sv_P4
42943,mpls-in-ip,sv_P5
14491,ah,sv_P3
32506,idpr,sv_P5
17016,mfe-nsp,sv_P4
50627,leaf-1,sv_P4
21893,vmtp,sv_P2
42411,dgp,email
863,ifmp,sv_P3
7853,ospfigp,sv_P3
50739,encap,sv_P2
49215,nsh,email
9845,tlsp,sv_P2
21633,idpr-cmtp,sv_P5
35670,i-nlsp,email
2520,rsvp-e2e-ignore,sv_P4
31902,hip,sv_P4
4132,mfe-nsp,sv_P4
25090,il,sv_P2
56217,idrp,sv_P5
20306,dccp,sv_P4
45277,srp,sv_P2
56821,l2tp,sv_P3
9557,ggp,sv_P3
40662,iptm,email
51279,rsvp,sv_P5
469,trunk-1,sv_P4
11513,gre,sv_P4
754,merit-inp,email
24239,rvd,sv_P2
37041,pvp,sv_P2
51031,pup,sv_P5
64777,br-sat-mon,sv_P1
25189,trunk-1,sv_P2
50476,secure-vmtp,sv_P1
43418,ax.25,sv_P2
23893,vrrp,sv_P2
31729,ipv4,sv_P5
19148,3pc,sv_P3
36233,ax.25,sv_P3
61875,udplite,sv_P3
35658,encap,email
60409,trunk-2,sv_P1
33091,hmp,sv_P3
9574,iplt,sv_P5
17718,eigrp,sv_P2
46431,ipv4,sv_P1
36286,tp++,sv_P2
46550,rvd,sv_P5
50903,a/n,sv_P4
38889,nsfnet-igp,sv_P4
60996,pipe,sv_P1
21428,kryptolan,sv_P4
16817,trunk-2,sv_P2
26871,chaos,sv_P3
40002,,sv_P3
21776,bbn-rcc-mon,sv_P2
45384,ipx-in-ip,sv_P5
54944,crtp,sv_P3
48470,xnet,sv_P3
64107,ipv6-frag,email
39409,ipip,sv_P1
62261,fire,sv_P3
55016,mtp,email
42101,encap,sv_P1
59609,,sv_P4
49147,scc-sp,sv_P4
7304,sdrp,sv_P1
48744,secure-vmtp,sv_P3
40618,tlsp,sv_P4
3849,ipv6-icmp,sv_P4
6350,i-nlsp,sv_P5
13452,kryptolan,email
15699,nsfnet-igp,sv_P1
15704,nsh,sv_P2
16260,sat-expak,sv_P1
10517,sat-expak,sv_P1
28255,encap,sv_P5
4875,mpls-in-ip,sv_P2
14462,smp,sv_P3
17500,iso-ip,sv_P4
6687,udp,sv_P4
50561,sm (deprecated),sv_P1
50263,wb-mon,email
56208,nsh,email
60648,ipcomp,sv_P4
18523,scc-sp,sv_P2
3664,pgm,sv_P3
29805,rsvp-e2e-ignore,sv_P2
1313,nvp-ii,sv_P3
29032,emcon,sv_P1
59186,dgp,email
61383,mpls-in-ip,sv_P4
49578,rdp,sv_P4
7669,scc-sp,sv_P1
58869,dcn-meas,sv_P5
46765,il,sv_P1
35967,bbn-rcc-mon,sv_P2
24492,ah,sv_P4
31961,trunk-2,sv_P1
4093,skip,sv_P5
53067,nsh,sv_P2
24798,a/n,email
60408,micp (deprecated),email
15700,sscopmce,sv_P2
55646,iso-ip,email
13100,dccp,sv_P4
44071,icmp,sv_P1
48149,iso-ip,sv_P1
24131,3pc,sv_P2
24876,micp (deprecated),sv_P4
15475,aris,sv_P2
27292,3pc,sv_P5
63380,swipe (deprecated),email
50641,isis over ipv4,email
8793,ipcomp,sv_P3
34009,netblt,email
33920,hmp,sv_P5
3309,skip,sv_P4
51054,iatp,sv_P3
58262,nvp-ii,sv_P3
15067,nvp-ii,sv_P2
25545,gmtp,sv_P2
25633,egp,email
46370,tcp,sv_P4
56288,crudp,sv_P3
25755,i-nlsp,email
38947,cphb,sv_P1
21717,xns-idp,sv_P5
38075,l2tp,sv_P5
4319,nsfnet-igp,sv_P4
41872,nsfnet-igp,sv_P2
36218,scps,sv_P4
4996,ethernet,email
16294,stp,email
380,ethernet,email
54574,smp,email
17262,nvp-ii,sv_P2
18402,iatp,sv_P5
11946,ipv6-frag,sv_P1
48507,sscopmce,sv_P2
34489,xtp,sv_P5
25484,3pc,sv_P1
8070,shim6,sv_P1
46575,hmp,sv_P2
48227,ddx,sv_P2
17197,ippc,sv_P2
34097,xns-idp,email
39590,sun-nd,sv_P2
7323,hopopt,email
48315,qnx,sv_P1
62046,narp,sv_P5
50580,snp,sv_P3
12133,ipcomp,sv_P5
41460,dcn-meas,sv_P4
62975,scps,email
12641,idpr,sv_P5
25052,pnni,sv_P3
60617,fire,sv_P1
40101,tlsp,sv_P2
43771,ddx,sv_P4
27825,xns-idp,sv_P2
12910,snp,sv_P5
32755,rsvp,sv_P3
35134,ggp,sv_P2
8863,nsfnet-igp,sv_P2
59978,sscopmce,email
55508,mobility header,sv_P3
61428,xnet,sv_P5
40136,tlsp,email
48607,br-sat-mon,sv_P1
2902,ddp,sv_P4
50390,igmp,sv_P5
54747,leaf-1,email
11945,rdp,email
60641,min-ipv4,sv_P5
59796,narp,sv_P3
10558,ipv6-route,sv_P5
32637,idpr-cmtp,sv_P3
39556,pup,email
54121,uti,sv_P1
62004,argus (deprecated),email
972,prm,sv_P4
18404,nvp-ii,email
12099,iatp,sv_P4
13737,,sv_P5
36790,pup,sv_P5
43573,ipv6-opts,sv_P2
27155,nsfnet-igp,sv_P1
7263,ipcomp,sv_P5
47505,mfe-nsp,sv_P1
35889,iplt,email
56229,il,sv_P4
55194,il,sv_P1
17331,ippc,sv_P4
62534,ipv6-opts,sv_P1
37628,sps,sv_P5
11109,cbt,sv_P2
18085,narp,sv_P5
20018,,sv_P5
48627,pim,sv_P2
7038,rvd,sv_P3
48877,trunk-1,sv_P5
29237,leaf-1,sv_P1
13913,sat-mon,sv_P1
31161,ipv4,sv_P2
49739,crudp,sv_P4
40918,,sv_P1
53801,iptm,sv_P5
52249,ipv6-opts,email
30960,ipv6-opts,sv_P4
49885,leaf-1,sv_P2
256,merit-inp,sv_P3
17855,ipcv,email
41164,igp,sv_P2
47665,mux,sv_P2
5734,udplite,sv_P1
3171,,email
30377,scps,sv_P1
42192,ipv6-route,sv_P1
20355,sat-expak,sv_P3
19343,mux,sv_P2
52096,ipv4,sv_P2
20108,,sv_P4
7895,ospfigp,sv_P2
8390,sps,sv_P1
36529,irtp,sv_P4
10491,encap,sv_P2
36922,rsvp-e2e-ignore,sv_P2
29925,st,email
55568,pgm,sv_P2
38842,cphb,sv_P5
21811,ax.25,sv_P1
1913,vrrp,sv_P4
53094,vmtp,sv_P1
36634,wb-expak,sv_P3
42346,scps,sv_P5
28826,ipip,sv_P2
51046,ifmp,sv_P1
51860,hmp,sv_P4
23206,ippc,sv_P3
41250,sat-expak,sv_P4
53278,vrrp,sv_P5
29620,cphb,sv_P4
63091,ifmp,sv_P4
25173,min-ipv4,email
64265,cftp,sv_P5
21168,secure-vmtp,sv_P4
46004,dgp,sv_P1
37989,trunk-1,sv_P4
57309,fire,sv_P3
6445,etherip,email
39379,sat-mon,sv_P4
59572,narp,sv_P2
63415,swipe (deprecated),email
6202,ifmp,sv_P4
14426,iso-ip,sv_P1
882,crtp,sv_P1
35494,rohc,email
3177,gre,sv_P3
59103,isis over ipv4,email
11066,srp,sv_P2
26990,3pc,email
61369,ipip,sv_P5
34140,sdrp,sv_P3
46185,compaq-peer,sv_P2
42556,ddp,sv_P2
42865,sm (deprecated),email
24109,hopopt,sv_P1
62386,aggfrag,sv_P3
22054,iso-tp4,sv_P3
23526,,sv_P5
2280,uti,email
7703,uti,sv_P3
57943,vrrp,sv_P3
9520,wb-expak,email
3817,ddp,email
33762,trunk-1,sv_P3
35863,pup,sv_P2
4764,sdrp,email
7736,dsr,sv_P2
40217,shim6,sv_P2
39840,rsvp-e2e-ignore,sv_P2
20758,iplt,sv_P2
31644,rvd,sv_P2
22459,mux,email
25726,,sv_P5
5571,qnx,sv_P5
63471,isis over ipv4,sv_P4
14515,vmtp,sv_P3
21050,vmtp,sv_P5
41156,ddx,sv_P3
35081,trunk-2,sv_P5
31408,hip,sv_P3
2617,ipv4,sv_P4
35207,esp,sv_P5
22143,gmtp,email
41045,hmp,sv_P2
58585,tcf,sv_P5
36340,gre,sv_P3
41939,igmp,sv_P5
39647,skip,sv_P3
26724,,sv_P2
60583,micp (deprecated),sv_P3
22745,mux,sv_P1
54500,ipv6-route,sv_P4
31080,qnx,sv_P1
42527,ipv6-nonxt,sv_P1
32785,ipx-in-ip,sv_P1
4959,idpr-cmtp,sv_P4
43361,chaos,sv_P3
25777,mobility header,email
31264,aris,sv_P5
27626,sun-nd,sv_P3
38927,bbn-rcc-mon,email
20201,sdrp,sv_P2
38534,sun-nd,sv_P4
15585,wb-mon,sv_P2
24093,ethernet,sv_P5
24934,mfe-nsp,sv_P1
24543,chaos,sv_P3
42646,stp,sv_P1
50762,irtp,sv_P1
38433,,sv_P4
10688,leaf-1,sv_P4
54135,sscopmce,sv_P1
11889,br-sat-mon,sv_P5
51334,merit-inp,sv_P3
48864,shim6,email
44690,rsvp-e2e-ignore,sv_P5
130,iso-ip,sv_P1
9208,ax.25,sv_P3
22024,,sv_P3
3879,ggp,sv_P2
49308,iptm,sv_P4
4563,sscopmce,sv_P5
33569,crudp,sv_P5
57170,bbn-rcc-mon,sv_P1
28923,prm,sv_P3
8412,ah,sv_P1
39306,ospfigp,sv_P4
20353,rsvp,sv_P5
29303,igp,sv_P5
32028,dgp,sv_P5
12922,iso-ip,email
7804,ddx,sv_P2
60165,pvp,email
19384,dgp,email
41113,vines,sv_P4
16638,ddp,sv_P4
19025,,sv_P4
18765,manet,email
18366,hmp,sv_P4
52749,,sv_P4
2317,sdrp,sv_P1
16352,ethernet,email
63864,i-nlsp,sv_P4
5158,wsn,sv_P5
22414,pim,email
9150,stp,sv_P5
27009,,sv_P4
16214,secure-vmtp,sv_P5
40419,udplite,sv_P3
29326,etherip,sv_P4
59885,ipv6-opts,email
2340,uti,sv_P5
23373,hopopt,sv_P1
19313,vrrp,email
35658,wb-expak,sv_P3
45632,udp,sv_P3
14909,st,sv_P1
16351,wb-mon,sv_P1
37756,nsh,email
30364,crtp,email
14787,hmp,sv_P5
30110,iso-tp4,sv_P3
3745,fire,sv_P4
11308,manet,sv_P3
29965,mfe-nsp,email
38397,ipv4,sv_P3
45275,skip,sv_P1
31255,wb-expak,sv_P5
61589,iptm,email
10890,bbn-rcc-mon,sv_P2
54890,crudp,sv_P4
24624,fire,sv_P5
7987,tcf,email
26423,narp,email
13061,,sv_P2
42209,3pc,email
41904,pim,sv_P1
16394,cphb,sv_P4
27605,hip,sv_P5
27074,aggfrag,sv_P4
42157,trunk-2,sv_P5
21136,isis over ipv4,sv_P4
30481,i-nlsp,email
2748,igp,sv_P5
21679,iso-ip,sv_P3
45860,sm (deprecated),sv_P5
20939,ipv6-route,sv_P1
23549,snp,sv_P3
57202,sscopmce,sv_P4
10151,ipcv,sv_P2
19800,srp,sv_P1
53263,dsr,email
22960,secure-vmtp,email
23454,argus (deprecated),sv_P5
4647,trunk-2,sv_P5
20804,ddx,email
46286,emcon,sv_P2
2962,vmtp,sv_P2
49803,ipv6-icmp,sv_P3
60976,,sv_P5
12754,mfe-nsp,sv_P5
28704,a/n,sv_P4
63785,sun-nd,sv_P2
9752,pvp,sv_P1
10004,,sv_P2
15508,ipv6-icmp,sv_P5
36210,ggp,email
52749,wesp,sv_P2
24254,tcf,email
59764,a/n,sv_P2
10770,sm (deprecated),sv_P1
63481,igp,sv_P3
50741,eigrp,sv_P2
55138,ipv6-frag,sv_P2
50447,encap,sv_P5
15433,sat-expak,sv_P5
61395,sdrp,sv_P4
27587,dsr,sv_P2
20924,udp,sv_P5
11939,wb-mon,sv_P5
25047,il,sv_P4
5982,rohc,sv_P5
3466,udp,sv_P2
32683,sun-nd,sv_P4
1854,st,sv_P5
8989,,email
8284,wb-mon,sv_P4
13220,pgm,sv_P5
4352,compaq-peer,sv_P5
48856,shim6,sv_P2
44780,uti,email
26566,tlsp,sv_P3
32765,snp,sv_P2
1629,i-nlsp,sv_P4
50832,visa,sv_P2
14895,ippc,sv_P1
57576,merit-inp,sv_P2
3974,ipv6-route,sv_P1
9747,sat-mon,sv_P2
259,dgp,sv_P3
30352,secure-vmtp,sv_P5
10239,iptm,sv_P1
61895,gmtp,sv_P4
9867,argus (deprecated),email
19336,rdp,sv_P4
36137,ipv6-route,sv_P3
2702,il,sv_P4
9876,sdrp,sv_P3
65121,bbn-rcc-mon,sv_P4
48438,gre,email
59000,a/n,email
56974,qnx,sv_P1
8226,cphb,sv_P4
13256,mtp,sv_P1
6240,rvd,sv_P3
39045,stp,sv_P3
7419,leaf-1,email
53472,pipe,sv_P3
21671,fc,sv_P2
61718,idpr-cmtp,sv_P2
44981,aggfrag,email
15650,iplt,email
27990,scps,sv_P1
41878,wesp,sv_P5
49430,iso-ip,sv_P5
47098,a/n,email
36664,pim,sv_P1
18701,sun-nd,sv_P5
58069,st,sv_P5
48746,idpr,sv_P4
63361,ifmp,sv_P5
52609,srp,sv_P2
2025,iso-ip,sv_P1
50543,aris,sv_P4
56770,tp++,sv_P2
53608,,sv_P3
44413,bbn-rcc-mon,sv_P4
24436,wesp,sv_P4
30416,chaos,sv_P3
10620,uti,email
43779,netblt,sv_P2
1461,manet,sv_P1
22512,tcp,sv_P3
64788,igmp,sv_P2
55810,srp,sv_P5
41219,trunk-2,email
44469,stp,sv_P3
9383,ipv6-icmp,sv_P4
61804,leaf-1,sv_P1
6281,micp (deprecated),sv_P1
29041,kryptolan,sv_P1
2768,ipv6-icmp,sv_P3
32053,ddp,sv_P1
25912,crudp,sv_P4
2967,ggp,sv_P1
12008,skip,sv_P5
2173,rohc,email
64067,,email
18652,dccp,sv_P5
25497,hip,sv_P1
55801,secure-vmtp,sv_P5
4398,a/n,sv_P5
3132,i-nlsp,sv_P3
46363,merit-inp,sv_P2
48072,ddp,sv_P2
47507,ifmp,sv_P3
20494,shim6,sv_P1
9945,gmtp,sv_P2
15765,rvd,sv_P5
35110,rdp,sv_P4
50813,pnni,sv_P2
35418,manet,sv_P5
2218,mobility header,sv_P1
13340,sm (deprecated),sv_P1
14009,emcon,sv_P2
26783,,sv_P2
35368,mpls-in-ip,sv_P5
38623,xnet,sv_P4
35824,ethernet,email
56089,uti,sv_P3
25618,ipv6,sv_P1
52687,narp,sv_P1
55845,pup,sv_P1
17763,xtp,sv_P1
64663,nvp-ii,sv_P1
50063,larp,sv_P5
32297,cphb,sv_P4
30682,egp,email
44961,ddx,sv_P1
32166,ippc,sv_P2
12349,pvp,sv_P1
59815,ethernet,sv_P3
33215,wsn,sv_P4
63570,wb-mon,sv_P1
11755,,sv_P1
33066,sprite-rpc,sv_P5
41429,ax.25,email
50446,prm,sv_P4
38501,argus (deprecated),sv_P1
33823,larp,sv_P3
32141,leaf-1,sv_P3
55388,a/n,email
17672,wesp,sv_P3
54495,etherip,email
35741,aris,email
32981,ggp,sv_P5
19095,shim6,sv_P4
2513,bna,sv_P5
55026,isis over ipv4,sv_P1
11425,fc,sv_P3
565,irtp,sv_P5
20947,sm (deprecated),sv_P5
11377,xnet,sv_P5
27552,bna,sv_P3
25099,rsvp-e2e-ignore,email
50798,emcon,sv_P1
31034,igmp,sv_P2
30896,swipe (deprecated),sv_P1
8261,wb-expak,email
26881,ethernet,email
2018,cbt,sv_P4
19707,pipe,sv_P5
56833,prm,sv_P5
4415,il,sv_P5
52487,swipe (deprecated),sv_P5
55458,tp++,sv_P1
24195,iatp,sv_P2
8628,mux,email
52330,ipip,sv_P5
52629,ipv4,sv_P2
56260,snp,sv_P5
63990,scc-sp,sv_P1
29575,esp,sv_P2
4732,aris,sv_P2
36701,secure-vmtp,sv_P5
4311,ptp,sv_P4
24777,st,email
22192,iso-tp4,email
38133,iatp,sv_P5
60777,skip,sv_P2
20345,mpls-in-ip,sv_P5
65240,xtp,sv_P1
25639,xns-idp,sv_P4
25621,icmp,sv_P1
22805,bbn-rcc-mon,sv_P3
61564,wb-expak,sv_P3
58933,pup,sv_P1
857,cftp,sv_P4
30301,iatp,sv_P5
11102,tcp,email
48025,visa,sv_P1
53192,iplt,sv_P3
53551,idrp,sv_P5
60156,cpnx,sv_P1
52176,emcon,sv_P4
21230,tp++,sv_P2
8655,xtp,sv_P1
45715,ipip,sv_P2
52173,skip,sv_P5
45207,larp,email
45530,sat-expak,sv_P4
9375,iso-tp4,sv_P3
52843,eigrp,email
33609,snp,sv_P4
30042,pnni,sv_P4
58568,vines,sv_P4
59404,compaq-peer,email
45591,sctp,sv_P4
62987,3pc,sv_P3
8133,uti,sv_P1
41924,dcn-meas,sv_P4
40477,a/n,email
41615,mobility header,sv_P1
63562,ddx,sv_P4
58789,sdrp,sv_P2
8929,isis over ipv4,sv_P4
62648,scc-sp,sv_P4
51844,emcon,sv_P4
15331,secure-vmtp,email
19898,sat-mon,email
64608,mtp,sv_P4
3171,xnet,email
52059,,sv_P1
39586,scc-sp,email
62802,sm (deprecated),sv_P1
48857,,sv_P5
1791,eigrp,sv_P2
25516,esp,sv_P4
28406,ipv6-nonxt,email
37869,hopopt,sv_P3
4276,crudp,email
60639,rohc,sv_P3
22830,mobility header,sv_P5
11298,mobility header,sv_P5
23164,narp,sv_P1
9885,mpls-in-ip,sv_P3
32709,,sv_P2
45896,ipcv,sv_P4
54053,,sv_P4
8062,st,sv_P3
3121,dsr,sv_P2
41472,scc-sp,sv_P5
53368,leaf-2,sv_P4
48408,ipv6-icmp,email
20668,dgp,sv_P3
2973,ggp,sv_P5
28727,i-nlsp,sv_P1
39147,nsfnet-igp,sv_P5
61065,rsvp,sv_P3
52229,stp,sv_P1
1106,,email
19597,scc-sp,sv_P4
15555,ipv6-icmp,sv_P2
45366,rvd,sv_P1
57406,prm,email
16636,ddp,sv_P4
23894,,sv_P5
62364,,email
49430,micp (deprecated),sv_P4
1233,ipv4,sv_P4
52509,scc-sp,sv_P4
14773,eigrp,sv_P3
24762,xns-idp,email
28721,ipv6,sv_P5
13971,ipv6,sv_P4
23112,ipv6-frag,sv_P3
5458,micp (deprecated),sv_P2
26276,rsvp-e2e-ignore,sv_P4
7614,,email
60181,xns-idp,sv_P4
61322,aris,sv_P5
3707,ipx-in-ip,email
63658,gmtp,sv_P5
60242,,sv_P3
3632,idpr-cmtp,sv_P2
37633,cftp,sv_P4
58533,gmtp,sv_P4
492,3pc,sv_P1
19255,pipe,sv_P5
27248,st,sv_P3
3617,ipv4,sv_P3
40998,ddx,sv_P3
27853,crtp,sv_P1
9463,narp,sv_P5
33740,dcn-meas,sv_P1
22959,pipe,sv_P2
6520,rsvp,sv_P3
31333,argus (deprecated),sv_P2
43508,,email
55907,,sv_P1
24985,narp,sv_P3
10994,sscopmce,sv_P4
9580,a/n,sv_P3
22235,dsr,sv_P1
13187,nvp-ii,sv_P5
55645,esp,sv_P2
5570,ethernet,sv_P2
61645,ipv6-opts,sv_P5
43417,a/n,sv_P4
26449,skip,sv_P5
9321,idrp,sv_P4
6692,3pc,sv_P1
62074,icmp,sv_P2
33275,xnet,sv_P4
32229,iatp,email
4277,xns-idp,sv_P3
25084,pgm,email
9087,st,email
49233,ipv6-nonxt,sv_P2
38040,uti,sv_P3
55784,wsn,sv_P3
53038,vrrp,sv_P4
53550,nvp-ii,sv_P4
9594,narp,sv_P4
58134,tp++,email
26967,vrrp,sv_P2
50147,hopopt,sv_P4
32256,cbt,sv_P3
61126,sscopmce,sv_P2
60090,hmp,sv_P4
10289,,sv_P1
64721,narp,sv_P4
57943,tp++,sv_P1
2541,hopopt,email
28770,micp (deprecated),email
59834,ipx-in-ip,sv_P2
49320,leaf-2,sv_P4
10120,gmtp,sv_P2
33569,nsfnet-igp,sv_P4
48751,srp,email
23664,prm,email
56581,hopopt,email
30564,tlsp,email
33555,ipcv,sv_P1
41121,nvp-ii,sv_P4
39995,sps,sv_P4
49526,iatp,sv_P3
47911,cpnx,sv_P3
18258,ipv6-nonxt,sv_P2
44844,wb-mon,sv_P5
28743,wb-mon,sv_P5
38008,prm,sv_P4
37870,hmp,email
7091,fire,sv_P2
56902,ax.25,sv_P3
18628,rsvp-e2e-ignore,email
29710,ifmp,sv_P4
51569,mpls-in-ip,sv_P3
14130,scc-sp,sv_P2
40732,3pc,sv_P1
9163,pnni,sv_P5
7309,sat-mon,email
33069,skip,sv_P5
47181,ipv6-route,sv_P2
12090,manet,sv_P1
54994,gmtp,sv_P3
31093,pnni,sv_P2
33581,chaos,sv_P5
43174,pim,email
59986,netblt,email
12903,sat-expak,sv_P1
61672,min-ipv4,sv_P3
26378,pnni,sv_P2
39450,bbn-rcc-mon,sv_P2
61804,l2tp,email
14135,st,sv_P5
8,dcn-meas,sv_P1
14897,dcn-meas,sv_P3
5462,ospfigp,sv_P2
32557,,sv_P2
4795,,sv_P2
12297,pgm,email
52418,swipe (deprecated),sv_P2
59546,sat-mon,sv_P4
8008,ipx-in-ip,email
13141,kryptolan,sv_P2
5329,ddp,sv_P3
21379,ddp,sv_P3
56625,srp,sv_P4
49940,xtp,sv_P2
21856,ethernet,sv_P1
33377,leaf-1,sv_P3
7222,ipip,sv_P1
26755,st,sv_P2
15203,visa,email
2813,cftp,sv_P1
12915,ipcv,sv_P4
57206,compaq-peer,sv_P5
26573,idrp,email
56132,aggfrag,sv_P2
37676,idpr-cmtp,sv_P4
7248,wsn,sv_P1
22810,i-nlsp,sv_P4
64220,br-sat-mon,sv_P1
32946,nsh,sv_P2
966,xnet,sv_P1
15385,icmp,sv_P2
24177,cpnx,sv_P3
13449,br-sat-mon,sv_P2
20814,dcn-meas,sv_P5
11710,esp,sv_P1
53247,igmp,sv_P1
12588,argus (deprecated),sv_P1
45279,sprite-rpc,sv_P4
61797,,sv_P3
27237,a/n,sv_P2
2984,icmp,sv_P3
31616,ipv6-opts,sv_P1
18183,nvp-ii,sv_P3
52475,cpnx,sv_P4
62881,ddp,sv_P4
28417,cbt,sv_P3
17889,pnni,sv_P3
64852,emcon,sv_P1
57185,manet,sv_P5
62128,netblt,sv_P5
59197,uti,email
23678,idrp,sv_P4
43009,encap,sv_P2
61281,merit-inp,sv_P4
63332,xnet,sv_P1
16893,encap,sv_P2
20942,irtp,sv_P4
46136,fire,sv_P1
55386,mux,email
44483,egp,sv_P3
20235,scps,sv_P4
16160,srp,sv_P1
1644,ipv6-frag,sv_P4
12297,irtp,sv_P1
15818,tp++,sv_P4
25460,vines,sv_P5
60539,narp,sv_P1
45362,cbt,sv_P2
59812,hmp,sv_P4
8722,,sv_P4
